ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Cleanliness,Food and Drink,Baggage Handling,Satisfaction
15751,Female,37,Returning,Business,Economy,461,0,0.0,1,1,3,2,1,1,1,4,Neutral or Dissatisfied
15752,Female,62,Returning,Business,Business,461,45,52.0,4,3,4,3,4,2,3,3,Neutral or Dissatisfied
15753,Male,19,Returning,Business,Business,3515,0,0.0,4,4,2,4,4,4,4,1,Satisfied
15754,Female,22,Returning,Business,Economy,544,58,77.0,1,3,5,4,2,3,3,3,Neutral or Dissatisfied
15755,Female,42,Returning,Business,Business,1990,0,0.0,5,1,5,2,5,4,5,2,Satisfied
15756,Female,30,Returning,Personal,Economy,431,38,16.0,3,4,5,1,1,4,4,2,Neutral or Dissatisfied
15757,Female,46,Returning,Personal,Economy,461,0,0.0,4,5,3,5,4,3,5,2,Neutral or Dissatisfied
15758,Male,69,Returning,Personal,Economy,544,0,0.0,1,3,4,2,5,5,5,4,Neutral or Dissatisfied
15759,Female,64,Returning,Personal,Economy,461,135,125.0,4,3,2,5,4,4,5,3,Neutral or Dissatisfied
15760,Male,18,Returning,Personal,Economy,544,58,30.0,2,4,2,4,4,4,4,2,Neutral or Dissatisfied
15761,Female,36,Returning,Personal,Economy,544,46,30.0,4,2,4,4,1,1,1,3,Neutral or Dissatisfied
15762,Female,24,First-time,Business,Economy,254,0,0.0,3,0,4,4,4,4,4,4,Satisfied
15763,Female,62,Returning,Business,Business,292,0,0.0,3,1,2,5,2,4,4,5,Satisfied
15764,Male,26,First-time,Business,Economy,292,6,6.0,2,2,4,1,3,3,3,2,Neutral or Dissatisfied
15765,Female,41,Returning,Business,Business,2849,0,0.0,5,4,2,3,3,2,2,4,Satisfied
15766,Male,15,First-time,Business,Economy,198,124,95.0,4,3,3,1,2,2,2,4,Neutral or Dissatisfied
15767,Female,45,Returning,Business,Business,2243,0,0.0,3,3,1,5,1,4,3,5,Satisfied
15768,Female,45,Returning,Business,Economy,198,0,0.0,5,4,1,4,2,2,3,4,Satisfied
15769,Female,48,First-time,Business,Economy,198,0,0.0,1,5,5,4,5,5,5,5,Satisfied
15770,Male,60,Returning,Business,Business,254,0,22.0,2,3,1,3,3,4,5,3,Satisfied
15771,Female,40,Returning,Business,Economy,254,29,32.0,1,3,5,3,3,3,3,2,Neutral or Dissatisfied
15772,Male,26,First-time,Business,Economy,254,0,0.0,3,2,3,4,4,4,4,4,Neutral or Dissatisfied
15773,Female,62,Returning,Business,Business,198,285,251.0,1,4,5,2,1,1,1,4,Neutral or Dissatisfied
15774,Female,68,Returning,Business,Economy,254,2,0.0,2,4,5,3,4,1,3,3,Neutral or Dissatisfied
15775,Female,26,First-time,Business,Economy,198,0,0.0,3,3,3,4,4,4,4,3,Neutral or Dissatisfied
15776,Male,26,First-time,Business,Economy,254,0,0.0,3,2,4,5,2,2,2,5,Neutral or Dissatisfied
15777,Female,59,First-time,Business,Economy,198,0,0.0,5,3,5,4,4,5,5,5,Neutral or Dissatisfied
15778,Male,38,Returning,Business,Economy,198,42,65.0,4,4,5,3,4,4,4,4,Neutral or Dissatisfied
15779,Female,67,Returning,Business,Business,3319,186,199.0,2,2,4,3,2,2,2,4,Neutral or Dissatisfied
15780,Female,31,Returning,Personal,Economy,254,0,0.0,4,5,1,4,1,1,1,3,Satisfied
15781,Female,36,Returning,Personal,Economy,254,0,2.0,4,3,3,3,2,2,2,4,Neutral or Dissatisfied
15782,Female,64,Returning,Personal,Economy,254,0,24.0,4,2,1,3,1,2,2,4,Neutral or Dissatisfied
15783,Male,17,Returning,Personal,Economy,198,0,0.0,2,2,3,3,4,4,4,4,Neutral or Dissatisfied
15784,Male,69,Returning,Personal,Economy,198,10,0.0,4,2,4,5,2,2,2,5,Neutral or Dissatisfied
15785,Female,65,Returning,Personal,Economy,254,0,0.0,5,4,5,4,4,5,4,4,Neutral or Dissatisfied
15786,Female,42,Returning,Personal,Economy,198,0,0.0,3,4,4,4,5,3,4,4,Neutral or Dissatisfied
15787,Female,55,First-time,Business,Economy Plus,198,35,33.0,2,1,5,5,2,2,2,1,Neutral or Dissatisfied
15788,Female,33,First-time,Business,Economy Plus,198,165,165.0,4,1,4,4,4,4,4,3,Neutral or Dissatisfied
15789,Male,30,Returning,Personal,Economy Plus,198,16,0.0,3,2,2,3,3,3,3,4,Neutral or Dissatisfied
15790,Male,38,Returning,Personal,Economy Plus,254,0,0.0,3,0,2,2,2,2,2,2,Neutral or Dissatisfied
15791,Female,59,Returning,Business,Business,1819,22,0.0,4,4,4,5,5,4,3,5,Satisfied
15792,Female,27,First-time,Business,Economy,143,8,0.0,4,3,4,5,3,3,3,1,Neutral or Dissatisfied
15793,Female,56,Returning,Business,Business,3157,21,3.0,3,1,3,5,5,5,5,5,Satisfied
15794,Female,42,Returning,Business,Economy,143,39,57.0,1,5,4,4,1,2,3,4,Satisfied
15795,Male,39,First-time,Business,Business,282,0,0.0,4,3,3,3,3,4,4,2,Satisfied
15796,Female,36,First-time,Business,Economy,143,40,30.0,1,3,1,3,4,4,4,5,Neutral or Dissatisfied
15797,Male,42,First-time,Business,Economy,246,0,0.0,3,3,3,4,2,2,2,1,Neutral or Dissatisfied
15798,Male,33,Returning,Business,Business,3114,1,0.0,3,5,2,5,5,5,5,3,Satisfied
15799,Female,22,First-time,Business,Economy,143,0,0.0,1,2,3,4,3,3,3,4,Neutral or Dissatisfied
15800,Male,13,Returning,Personal,Economy,246,1,0.0,4,5,1,5,2,2,2,5,Satisfied
15801,Male,70,Returning,Personal,Economy,282,45,100.0,1,2,3,3,2,2,2,4,Neutral or Dissatisfied
15802,Female,67,Returning,Personal,Economy,282,0,0.0,4,5,1,2,5,5,5,2,Neutral or Dissatisfied
15803,Male,22,Returning,Personal,Economy,246,110,95.0,1,3,1,4,1,1,1,5,Neutral or Dissatisfied
15804,Male,59,Returning,Personal,Economy,246,0,0.0,3,4,3,3,5,5,5,3,Neutral or Dissatisfied
15805,Female,57,Returning,Personal,Economy,143,11,0.0,1,3,3,1,3,1,2,1,Neutral or Dissatisfied
15806,Female,63,Returning,Personal,Economy,282,55,45.0,3,2,5,1,3,1,2,1,Satisfied
15807,Male,45,Returning,Personal,Economy,246,0,0.0,4,3,3,1,4,4,4,3,Neutral or Dissatisfied
15808,Female,70,Returning,Personal,Economy,282,3,0.0,4,1,5,2,4,1,5,2,Neutral or Dissatisfied
15809,Female,58,Returning,Personal,Economy,282,96,109.0,4,4,4,4,4,1,2,4,Neutral or Dissatisfied
15810,Female,47,Returning,Personal,Economy,246,29,15.0,3,5,2,3,5,3,5,3,Neutral or Dissatisfied
15811,Male,26,Returning,Personal,Economy,143,1,0.0,1,2,4,3,2,5,5,4,Neutral or Dissatisfied
15812,Male,62,Returning,Personal,Economy,195,125,141.0,2,3,3,5,2,2,0,2,Neutral or Dissatisfied
15813,Male,62,Returning,Personal,Economy,143,0,0.0,3,0,4,4,2,2,2,2,Neutral or Dissatisfied
15814,Male,31,Returning,Personal,Economy,246,1,6.0,2,4,3,2,4,4,4,2,Neutral or Dissatisfied
15815,Female,68,Returning,Personal,Economy,143,0,0.0,1,3,2,5,4,3,3,5,Neutral or Dissatisfied
15816,Female,12,Returning,Personal,Economy,282,16,31.0,4,3,3,5,2,2,2,4,Neutral or Dissatisfied
15817,Female,47,Returning,Business,Economy Plus,143,0,0.0,1,4,1,5,2,5,1,5,Satisfied
15818,Female,26,First-time,Business,Economy Plus,282,0,0.0,1,0,3,4,3,1,1,5,Neutral or Dissatisfied
15819,Male,49,Returning,Business,Economy Plus,195,0,0.0,1,4,3,1,4,4,4,3,Satisfied
15820,Female,26,Returning,Business,Economy Plus,246,0,0.0,4,4,4,3,3,4,4,2,Satisfied
15821,Female,54,Returning,Business,Economy Plus,143,0,0.0,1,3,3,2,5,1,5,2,Satisfied
15822,Male,23,Returning,Business,Economy Plus,246,10,8.0,4,2,4,4,4,2,2,3,Neutral or Dissatisfied
15823,Male,43,Returning,Personal,Economy Plus,143,0,0.0,4,5,4,3,3,3,3,3,Satisfied
15824,Female,29,Returning,Personal,Economy Plus,195,0,0.0,5,3,3,5,2,2,2,5,Neutral or Dissatisfied
15825,Female,59,First-time,Business,Business,195,0,0.0,4,2,1,4,4,4,4,5,Neutral or Dissatisfied
15826,Male,41,Returning,Business,Business,2030,0,0.0,3,4,1,4,3,2,3,1,Neutral or Dissatisfied
15827,Female,52,Returning,Business,Business,195,0,0.0,1,3,3,4,3,3,4,2,Neutral or Dissatisfied
15828,Male,44,Returning,Business,Economy,195,98,84.0,2,5,5,1,5,5,5,5,Satisfied
15829,Female,45,Returning,Business,Business,3105,0,0.0,3,1,1,5,1,4,4,4,Satisfied
15830,Male,45,Returning,Business,Economy,195,0,8.0,3,2,3,2,2,2,2,3,Satisfied
15831,Female,54,Returning,Business,Business,2395,0,0.0,4,1,4,4,4,4,2,3,Satisfied
15832,Female,49,Returning,Business,Business,2450,1,0.0,3,4,5,1,4,2,1,3,Neutral or Dissatisfied
15833,Female,43,Returning,Business,Economy Plus,195,2,0.0,2,4,2,1,3,2,1,1,Neutral or Dissatisfied
15834,Female,41,Returning,Business,Business,3582,89,54.0,5,4,2,2,4,3,3,2,Satisfied
15835,Female,19,Returning,Personal,Economy,1148,0,0.0,2,2,4,3,4,4,4,4,Neutral or Dissatisfied
15836,Male,16,Returning,Personal,Economy,1148,0,0.0,4,1,1,3,5,5,5,5,Neutral or Dissatisfied
15837,Female,57,First-time,Business,Economy Plus,1148,149,115.0,1,1,3,1,1,1,1,4,Neutral or Dissatisfied
15838,Male,48,First-time,Business,Business,1107,255,236.0,2,1,3,2,2,2,1,4,Neutral or Dissatisfied
15839,Male,37,Returning,Business,Business,1707,58,55.0,3,4,2,5,5,2,1,5,Satisfied
15840,Male,26,First-time,Business,Business,1107,12,0.0,5,0,2,2,3,3,3,4,Satisfied
15841,Female,51,Returning,Business,Business,888,0,0.0,3,1,2,5,2,1,2,5,Satisfied
15842,Female,9,Returning,Business,Business,2104,5,0.0,1,5,5,5,5,5,5,5,Satisfied
15843,Female,30,Returning,Business,Business,1761,0,0.0,2,3,1,4,3,3,3,4,Neutral or Dissatisfied
15844,Male,21,Returning,Personal,Economy,1107,32,36.0,4,5,4,1,4,4,4,3,Satisfied
15845,Female,14,Returning,Personal,Economy,888,0,0.0,4,3,2,4,2,2,2,5,Neutral or Dissatisfied
15846,Male,29,Returning,Personal,Economy,1107,9,0.0,3,2,3,3,4,4,4,4,Neutral or Dissatisfied
15847,Male,49,Returning,Personal,Economy,1107,0,0.0,3,3,2,3,3,3,3,2,Neutral or Dissatisfied
15848,Male,9,Returning,Personal,Economy,888,13,0.0,2,1,3,2,5,2,2,4,Neutral or Dissatisfied
15849,Male,34,Returning,Personal,Economy,888,47,57.0,4,3,3,3,4,4,4,4,Neutral or Dissatisfied
15850,Male,47,Returning,Business,Business,2419,10,0.0,1,4,2,1,4,3,3,1,Neutral or Dissatisfied
15851,Female,29,Returning,Business,Business,783,0,0.0,2,5,4,4,5,5,5,2,Satisfied
15852,Male,59,Returning,Business,Business,332,0,0.0,5,4,2,5,5,3,5,5,Satisfied
15853,Female,34,Returning,Business,Business,2536,271,243.0,5,5,5,5,5,5,5,1,Satisfied
15854,Male,59,Returning,Business,Economy,332,0,0.0,1,5,5,2,5,5,5,2,Satisfied
15855,Female,35,Returning,Business,Business,332,0,3.0,4,5,4,4,4,2,1,4,Satisfied
15856,Female,52,Returning,Business,Economy,332,0,22.0,4,3,1,2,2,1,2,2,Satisfied
15857,Female,23,Returning,Business,Business,1936,0,0.0,3,3,3,5,3,5,5,4,Satisfied
15858,Female,37,Returning,Business,Business,332,0,0.0,3,3,5,3,3,1,3,3,Satisfied
15859,Female,29,Returning,Business,Business,2829,17,36.0,3,5,3,1,5,5,5,3,Satisfied
15860,Male,24,First-time,Business,Economy,332,0,0.0,2,0,1,3,3,3,3,2,Satisfied
15861,Female,49,Returning,Business,Business,3578,65,95.0,4,1,3,5,3,3,2,5,Satisfied
15862,Female,52,Returning,Business,Business,2858,0,0.0,2,2,4,4,4,5,4,4,Satisfied
15863,Male,47,Returning,Business,Economy,241,0,0.0,4,4,1,4,4,4,4,3,Satisfied
15864,Female,51,Returning,Business,Economy,618,26,23.0,1,1,2,1,5,5,4,1,Satisfied
15865,Female,28,Returning,Business,Business,618,107,97.0,1,4,1,3,4,4,4,5,Satisfied
15866,Male,51,Returning,Business,Economy,332,0,0.0,2,4,1,1,4,4,4,5,Satisfied
15867,Male,39,Returning,Business,Business,332,108,91.0,2,4,3,5,3,4,5,5,Satisfied
15868,Male,44,Returning,Business,Economy,332,0,0.0,5,5,4,5,5,5,5,4,Satisfied
15869,Male,56,Returning,Business,Business,2576,0,0.0,2,3,3,5,5,1,4,5,Satisfied
15870,Female,47,Returning,Business,Business,2098,5,0.0,3,2,3,4,5,5,2,4,Satisfied
15871,Male,37,First-time,Business,Economy,618,43,50.0,4,4,4,3,3,3,3,3,Neutral or Dissatisfied
15872,Female,46,Returning,Business,Business,1909,24,11.0,2,4,2,4,4,4,2,4,Neutral or Dissatisfied
15873,Male,31,Returning,Business,Business,3720,0,0.0,3,3,1,4,3,3,3,3,Neutral or Dissatisfied
15874,Male,37,Returning,Business,Economy,332,0,0.0,1,2,3,4,2,2,2,4,Neutral or Dissatisfied
15875,Male,23,First-time,Business,Economy,296,0,0.0,2,3,4,2,5,5,5,5,Neutral or Dissatisfied
15876,Male,66,Returning,Business,Economy,332,0,0.0,5,4,3,4,4,4,4,3,Satisfied
15877,Male,22,First-time,Business,Economy,332,0,0.0,5,1,2,4,5,5,5,1,Neutral or Dissatisfied
15878,Male,18,Returning,Personal,Economy,241,0,0.0,4,0,2,3,2,5,5,5,Neutral or Dissatisfied
15879,Female,30,Returning,Personal,Economy,332,0,0.0,3,4,4,4,2,2,2,5,Satisfied
15880,Female,28,Returning,Personal,Economy,332,97,123.0,2,3,4,2,1,3,3,4,Neutral or Dissatisfied
15881,Male,41,Returning,Personal,Economy,332,0,0.0,1,2,4,3,1,1,1,3,Neutral or Dissatisfied
15882,Male,19,Returning,Personal,Economy,489,2,0.0,5,4,2,5,3,1,1,4,Neutral or Dissatisfied
15883,Female,70,Returning,Personal,Economy,241,0,0.0,3,4,3,3,5,3,5,2,Neutral or Dissatisfied
15884,Female,9,Returning,Personal,Economy,618,0,0.0,5,1,3,4,1,4,4,5,Neutral or Dissatisfied
15885,Female,14,Returning,Personal,Economy,332,0,0.0,2,2,2,5,5,5,5,3,Neutral or Dissatisfied
15886,Male,70,Returning,Personal,Economy,332,0,0.0,5,4,3,4,1,1,1,4,Neutral or Dissatisfied
15887,Male,40,Returning,Personal,Economy,618,35,8.0,3,3,4,5,1,5,5,4,Neutral or Dissatisfied
15888,Female,58,Returning,Personal,Economy,332,0,0.0,3,5,1,4,4,3,5,4,Neutral or Dissatisfied
15889,Female,30,Returning,Personal,Economy,332,0,0.0,5,1,4,3,2,2,2,5,Neutral or Dissatisfied
15890,Female,17,Returning,Personal,Economy,296,50,36.0,3,2,4,3,5,5,5,5,Neutral or Dissatisfied
15891,Male,37,Returning,Business,Economy Plus,489,11,21.0,1,4,1,4,4,4,4,4,Satisfied
15892,Female,30,Returning,Business,Economy,269,0,15.0,2,0,1,4,5,5,5,4,Satisfied
15893,Female,69,Returning,Business,Economy,378,0,0.0,4,2,3,5,4,4,3,5,Satisfied
15894,Male,33,Returning,Business,Economy,269,0,0.0,4,4,3,5,4,4,4,2,Satisfied
15895,Female,36,Returning,Business,Economy,378,0,25.0,5,5,3,2,4,4,4,4,Satisfied
15896,Female,24,Returning,Business,Economy,378,0,0.0,1,5,5,4,4,5,5,1,Satisfied
15897,Male,45,First-time,Business,Economy,378,1,0.0,1,3,4,5,4,4,4,5,Neutral or Dissatisfied
15898,Male,51,Returning,Business,Economy,378,0,0.0,4,2,3,3,2,2,2,3,Neutral or Dissatisfied
15899,Male,7,Returning,Personal,Economy,378,6,0.0,4,1,4,1,4,4,4,3,Satisfied
15900,Male,56,Returning,Personal,Economy,378,34,33.0,3,3,4,3,1,1,1,4,Neutral or Dissatisfied
15901,Male,44,Returning,Personal,Economy,378,0,0.0,5,3,1,3,2,2,2,5,Neutral or Dissatisfied
15902,Female,23,Returning,Business,Economy Plus,378,2,0.0,1,4,4,1,5,4,4,4,Satisfied
15903,Female,36,Returning,Business,Business,1663,0,0.0,3,4,5,3,5,3,4,3,Satisfied
15904,Female,59,Returning,Personal,Economy,660,4,0.0,3,4,3,2,3,2,4,2,Neutral or Dissatisfied
15905,Female,69,Returning,Business,Economy Plus,260,69,55.0,2,4,4,4,3,2,1,4,Neutral or Dissatisfied
15906,Male,45,First-time,Business,Business,607,36,34.0,5,4,2,3,5,5,5,5,Satisfied
15907,Male,20,First-time,Business,Economy,566,1,18.0,5,4,2,1,1,2,2,3,Neutral or Dissatisfied
15908,Male,54,Returning,Business,Business,566,65,69.0,2,4,3,5,1,5,4,5,Satisfied
15909,Male,52,First-time,Business,Economy,738,0,22.0,2,5,3,3,1,1,1,2,Satisfied
15910,Male,52,Returning,Business,Economy,607,25,43.0,1,5,2,4,5,5,5,4,Satisfied
15911,Male,44,Returning,Business,Business,2091,0,0.0,4,2,3,5,2,2,5,5,Satisfied
15912,Female,40,Returning,Business,Business,3096,0,8.0,4,5,2,4,5,1,4,4,Satisfied
15913,Male,19,First-time,Business,Economy,528,11,0.0,5,5,5,1,3,3,3,4,Satisfied
15914,Male,44,Returning,Business,Economy,607,66,60.0,2,4,4,5,4,4,4,2,Satisfied
15915,Male,57,Returning,Business,Economy,528,53,52.0,4,5,3,2,4,4,4,3,Satisfied
15916,Female,48,Returning,Business,Business,607,6,0.0,4,5,1,5,4,3,5,5,Satisfied
15917,Male,43,Returning,Business,Business,1627,109,128.0,5,4,4,4,5,3,3,4,Satisfied
15918,Male,25,First-time,Business,Economy,738,6,4.0,5,2,5,2,3,3,3,4,Neutral or Dissatisfied
15919,Male,39,First-time,Business,Economy,607,11,25.0,2,2,1,1,3,3,3,3,Neutral or Dissatisfied
15920,Male,24,First-time,Business,Economy,566,5,10.0,5,4,5,2,2,2,2,3,Satisfied
15921,Male,48,Returning,Business,Economy,723,0,35.0,1,4,5,4,4,4,4,2,Satisfied
15922,Male,47,Returning,Business,Business,738,0,13.0,2,4,3,4,3,2,2,4,Neutral or Dissatisfied
15923,Female,42,Returning,Business,Business,607,0,0.0,3,3,3,4,1,4,5,4,Satisfied
15924,Male,66,Returning,Business,Economy,738,0,1.0,5,3,5,5,3,3,3,4,Satisfied
15925,Male,31,Returning,Business,Business,1846,0,8.0,4,1,5,4,1,1,1,4,Neutral or Dissatisfied
15926,Female,45,Returning,Business,Economy,566,0,0.0,2,4,3,1,3,2,2,1,Neutral or Dissatisfied
15927,Female,31,Returning,Business,Business,607,0,0.0,2,4,1,5,4,4,4,3,Satisfied
15928,Male,65,Returning,Business,Business,3743,19,7.0,1,3,3,1,3,3,3,1,Neutral or Dissatisfied
15929,Female,42,Returning,Business,Economy,723,26,12.0,2,3,3,2,2,4,3,2,Neutral or Dissatisfied
15930,Male,25,Returning,Business,Economy,738,420,416.0,3,3,5,5,3,3,3,3,Neutral or Dissatisfied
15931,Female,61,Returning,Business,Economy,566,0,4.0,3,4,3,3,4,3,4,3,Neutral or Dissatisfied
15932,Female,48,Returning,Business,Business,566,0,0.0,4,4,1,1,4,4,5,1,Neutral or Dissatisfied
15933,Male,30,Returning,Business,Business,607,0,29.0,4,2,4,2,2,2,2,3,Neutral or Dissatisfied
15934,Female,15,Returning,Business,Business,723,0,0.0,5,3,5,3,3,3,3,3,Satisfied
15935,Female,26,Returning,Business,Business,528,183,180.0,1,1,4,4,1,1,1,3,Neutral or Dissatisfied
15936,Male,7,Returning,Business,Business,723,1,11.0,1,3,1,3,2,2,2,3,Neutral or Dissatisfied
15937,Male,38,Returning,Business,Economy,166,17,17.0,4,4,3,5,4,4,4,4,Satisfied
15938,Female,75,Returning,Business,Business,128,0,8.0,2,4,1,2,3,4,5,4,Neutral or Dissatisfied
15939,Male,36,First-time,Business,Economy,338,0,0.0,4,2,4,1,2,2,2,4,Neutral or Dissatisfied
15940,Female,47,Returning,Business,Economy,738,0,0.0,3,4,2,2,4,4,3,2,Neutral or Dissatisfied
15941,Male,36,First-time,Business,Economy,338,0,0.0,1,3,4,3,2,2,2,3,Neutral or Dissatisfied
15942,Male,26,Returning,Personal,Economy,738,0,5.0,5,4,1,4,1,1,1,5,Neutral or Dissatisfied
15943,Male,13,Returning,Personal,Economy,528,153,134.0,2,2,4,3,2,2,2,4,Neutral or Dissatisfied
15944,Female,28,Returning,Personal,Economy,723,0,0.0,3,1,4,2,1,4,4,3,Neutral or Dissatisfied
15945,Female,16,Returning,Personal,Economy,607,27,20.0,3,0,3,3,4,3,3,5,Neutral or Dissatisfied
15946,Female,13,Returning,Personal,Economy,566,4,8.0,4,3,1,4,2,2,2,5,Neutral or Dissatisfied
15947,Female,69,Returning,Personal,Economy,528,12,20.0,4,5,1,5,4,4,4,5,Neutral or Dissatisfied
15948,Male,29,Returning,Personal,Economy,607,0,0.0,4,2,4,5,3,3,3,5,Neutral or Dissatisfied
15949,Female,51,Returning,Personal,Economy,528,0,0.0,4,5,2,5,4,4,5,5,Neutral or Dissatisfied
15950,Male,60,Returning,Personal,Economy,607,0,40.0,3,2,3,4,4,4,4,4,Neutral or Dissatisfied
15951,Male,64,Returning,Personal,Economy,607,56,33.0,3,4,3,5,3,3,3,5,Neutral or Dissatisfied
15952,Male,16,Returning,Personal,Economy,528,0,0.0,3,2,1,3,5,5,5,5,Neutral or Dissatisfied
15953,Male,14,Returning,Personal,Economy,723,32,32.0,1,1,1,2,2,2,2,2,Neutral or Dissatisfied
15954,Male,44,Returning,Personal,Economy,528,20,8.0,5,1,5,2,1,1,1,5,Neutral or Dissatisfied
15955,Male,61,Returning,Personal,Economy,528,0,11.0,2,1,5,5,2,2,2,4,Neutral or Dissatisfied
15956,Male,53,Returning,Personal,Economy,528,31,65.0,3,4,4,3,3,2,2,4,Neutral or Dissatisfied
15957,Male,60,Returning,Personal,Economy,738,77,64.0,5,2,1,4,5,5,5,5,Neutral or Dissatisfied
15958,Male,62,Returning,Personal,Economy,528,0,0.0,1,3,3,1,3,3,3,5,Neutral or Dissatisfied
15959,Male,62,Returning,Personal,Economy,607,0,0.0,3,3,3,3,3,3,3,4,Neutral or Dissatisfied
15960,Male,43,Returning,Personal,Economy,607,16,53.0,3,2,3,5,1,1,1,4,Neutral or Dissatisfied
15961,Male,7,Returning,Personal,Economy,528,0,0.0,3,2,3,3,2,2,2,3,Neutral or Dissatisfied
15962,Female,37,Returning,Personal,Economy,566,0,6.0,4,2,3,4,5,4,4,3,Neutral or Dissatisfied
15963,Female,44,Returning,Personal,Economy,528,0,0.0,3,5,3,5,4,3,2,5,Neutral or Dissatisfied
15964,Female,17,Returning,Personal,Economy,473,0,0.0,4,4,3,3,4,4,4,5,Neutral or Dissatisfied
15965,Male,23,Returning,Personal,Economy,473,0,0.0,5,1,3,5,4,4,4,4,Neutral or Dissatisfied
15966,Female,19,First-time,Business,Economy Plus,607,142,145.0,2,1,4,4,2,2,4,3,Neutral or Dissatisfied
15967,Female,23,First-time,Business,Economy,723,24,17.0,3,2,4,2,2,2,2,1,Neutral or Dissatisfied
15968,Male,57,Returning,Business,Economy Plus,528,0,15.0,5,5,3,1,5,5,5,4,Satisfied
15969,Female,25,Returning,Business,Economy Plus,607,8,0.0,4,4,3,5,3,4,4,5,Satisfied
15970,Male,70,Returning,Business,Economy Plus,338,39,36.0,1,1,1,4,1,1,1,3,Neutral or Dissatisfied
15971,Male,48,Returning,Personal,Economy Plus,607,9,0.0,3,3,1,3,1,1,1,4,Neutral or Dissatisfied
15972,Female,33,Returning,Personal,Economy Plus,738,0,0.0,3,2,3,4,4,4,4,4,Neutral or Dissatisfied
15973,Male,57,Returning,Personal,Economy Plus,738,0,0.0,4,3,1,5,2,2,2,5,Neutral or Dissatisfied
15974,Female,31,Returning,Business,Economy Plus,528,140,138.0,2,2,4,1,2,2,0,3,Satisfied
15975,Male,46,Returning,Business,Business,3536,0,0.0,3,4,2,5,5,5,3,5,Satisfied
15976,Male,42,Returning,Business,Business,794,0,0.0,4,4,3,2,4,3,3,2,Satisfied
15977,Male,46,Returning,Business,Business,2064,0,11.0,3,4,1,2,3,1,2,2,Neutral or Dissatisfied
15978,Female,52,Returning,Business,Business,1570,25,17.0,3,4,1,3,5,5,2,3,Satisfied
15979,Female,36,First-time,Business,Business,780,16,70.0,4,3,3,5,3,3,3,4,Neutral or Dissatisfied
15980,Female,10,Returning,Personal,Business,780,265,265.0,5,5,2,1,5,5,1,1,Neutral or Dissatisfied
15981,Female,36,Returning,Business,Economy,794,77,75.0,1,4,5,3,4,4,4,4,Satisfied
15982,Female,36,First-time,Business,Economy,780,7,0.0,1,2,4,4,5,5,5,3,Neutral or Dissatisfied
15983,Female,34,Returning,Business,Business,1799,0,0.0,2,5,4,5,1,4,5,5,Satisfied
15984,Male,35,Returning,Business,Economy,780,30,39.0,4,5,2,4,5,5,5,2,Satisfied
15985,Female,27,First-time,Business,Economy,853,54,39.0,4,2,4,5,2,2,2,2,Neutral or Dissatisfied
15986,Male,38,First-time,Business,Economy,780,0,10.0,4,2,4,1,3,3,3,5,Neutral or Dissatisfied
15987,Female,27,Returning,Business,Business,2801,0,0.0,2,4,5,1,4,4,4,5,Satisfied
15988,Female,44,Returning,Business,Economy,780,23,36.0,1,3,4,4,4,2,2,4,Satisfied
15989,Female,32,Returning,Business,Business,3541,0,2.0,2,5,3,5,5,5,5,2,Satisfied
15990,Female,49,Returning,Business,Economy,794,0,0.0,4,1,2,5,2,1,1,5,Satisfied
15991,Male,29,First-time,Business,Economy,780,0,0.0,5,3,3,1,5,5,5,3,Neutral or Dissatisfied
15992,Female,45,Returning,Business,Business,780,0,12.0,1,3,3,4,2,2,1,4,Neutral or Dissatisfied
15993,Male,42,Returning,Business,Business,1636,0,0.0,5,3,2,4,4,5,3,4,Satisfied
15994,Male,28,Returning,Business,Economy,780,0,0.0,1,4,1,5,4,4,4,5,Satisfied
15995,Female,24,First-time,Business,Business,780,5,28.0,2,2,2,4,4,5,5,3,Neutral or Dissatisfied
15996,Male,28,Returning,Business,Business,3630,0,6.0,3,4,1,4,4,4,4,4,Neutral or Dissatisfied
15997,Female,54,Returning,Business,Economy,780,16,33.0,3,3,3,3,3,4,2,3,Neutral or Dissatisfied
15998,Male,45,Returning,Business,Business,1541,0,0.0,2,4,2,3,3,2,2,3,Neutral or Dissatisfied
15999,Male,59,Returning,Business,Economy,794,14,2.0,5,3,3,2,3,3,3,3,Satisfied
16000,Female,38,First-time,Business,Economy,794,0,0.0,5,1,3,5,5,4,4,5,Neutral or Dissatisfied
16001,Female,27,First-time,Business,Economy,794,0,18.0,4,3,3,3,4,4,4,2,Neutral or Dissatisfied
16002,Male,41,Returning,Business,Economy,853,0,3.0,2,4,1,3,4,4,4,4,Neutral or Dissatisfied
16003,Male,30,First-time,Business,Economy,780,0,0.0,3,4,3,3,2,2,2,4,Neutral or Dissatisfied
16004,Female,29,First-time,Business,Economy,780,172,192.0,3,3,3,5,3,3,2,2,Neutral or Dissatisfied
16005,Female,29,Returning,Business,Business,3014,0,0.0,2,1,3,1,1,1,1,4,Neutral or Dissatisfied
16006,Female,52,Returning,Business,Business,3432,41,57.0,2,4,3,1,3,1,4,1,Neutral or Dissatisfied
16007,Female,25,Returning,Business,Business,780,115,232.0,2,2,3,2,2,2,2,3,Neutral or Dissatisfied
